ticket_id,title,description,category,priority,status,resolution,created_at,resolved_at,assigned_agent
TKT-0781,Application crash on login,Users cannot log into Oracle EBS. Application crashes immediately after entering credentials. Error: NullPointerException.,Application,High,resolved,Identified null session cookie causing crash. Applied hotfix patch v2.3.1. Deployed to production after UAT. All users successfully logging in.,2024-07-28T14:40:00,2024-07-28T16:40:00,Agent_A
TKT-0782,Ransomware alert on endpoint,Antivirus detected ransomware attempt on workstation WS-7188. Files in Documents folder encrypted. Machine isolated.,Security,High,resolved,Contained incident: isolated machine from network. Engaged IR team. Restored from clean backup. Deployed enhanced endpoint protection. Root cause: malicious email attachment.,2024-10-26T07:30:00,2024-10-26T15:30:00,Agent_A
TKT-0785,Data breach notification received,Third-party vendor Salesforce notified of data breach potentially affecting 414 user records.,Security,Low,resolved,Initiated vendor breach response protocol. Identified affected accounts. Forced password resets. Enabled enhanced monitoring for affected user subset.,2024-03-12T00:38:00,2024-03-13T19:38:00,Agent_B
TKT-0787,UPS battery low warning,UPS unit in rack R11 reporting battery at 76% charge. Risk of power loss during outage.,Infrastructure,Medium,resolved,Replaced faulty UPS battery module. Performed load test to confirm 2-hour backup capacity. Scheduled regular quarterly battery health checks.,2024-09-05T12:47:00,2024-09-06T03:47:00,Agent_D
TKT-0788,Cannot access shared drive after role change,User maria.garcia moved to Sales department but still has access to previous department shared drives.,Access Management,Medium,resolved,Revoked access to previous department shares per role change procedure. Granted access to new department resources. Updated access matrix documentation.,2024-03-14T16:56:00,2024-03-15T00:56:00,Agent_A
TKT-0790,Slow performance in ERP module,ERP system Finance module responding slowly. Average response time 15 seconds vs normal 0.5s.,Application,Medium,resolved,Found missing database index on frequently queried column. Created index in low-traffic window. Response time reduced from 8s to 0.4s.,2024-06-16T12:49:00,2024-06-16T23:49:00,Agent_D
TKT-0791,Cannot access shared drive after role change,User maria.garcia moved to Finance department but still has access to previous department shared drives.,Access Management,Medium,resolved,Revoked access to previous department shares per role change procedure. Granted access to new department resources. Updated access matrix documentation.,2024-09-08T02:50:00,2024-09-08T13:50:00,Agent_C
TKT-0792,Storage auto-growth disabled,Database CRMDB log file at 95% capacity with auto-growth disabled. Manual expansion needed.,Database,Medium,resolved,Expanded log file by 50GB and re-enabled auto-growth with 20% increment. Added disk space alert at 80% threshold. Resolved without service impact.,2024-04-29T07:16:00,2024-04-29T20:16:00,Agent_A
TKT-0798,Access review overdue,Semi-annual access review for Finance department overdue by 39 days. Compliance audit approaching.,Access Management,Medium,resolved,Completed access review for department. Removed 23 excessive permissions across 8 users. Updated access documentation. Submitted compliance report.,2024-06-21T13:43:00,2024-06-22T04:43:00,Agent_D
TKT-0800,VPN users cannot connect,All remote VPN users unable to connect since 22:19. Error: IKE authentication failed. Office WFH impacted.,Network,High,resolved,Identified expired IKE certificate on VPN concentrator. Renewed certificate and restarted IKE service. All VPN users reconnecting successfully. Total downtime: 45 minutes.,2024-03-11T14:44:00,2024-03-11T22:44:00,Agent_B
TKT-0801,API integration broken,Integration between Oracle and ServiceNow API stopped working. 401 Unauthorized errors since 2024-06-24.,Application,High,resolved,API token expired and not auto-refreshed. Updated integration configuration with new token and implemented auto-refresh mechanism. Integration restored.,2024-03-16T12:27:00,2024-03-16T15:27:00,Agent_C
TKT-0804,USB drive policy violation,Inventory system flagged user bob.wilson using unauthorized USB drive on secured workstation.,Security,High,resolved,User counseled on acceptable use policy. USB drive contents scanned and cleared. Blocked USB storage class on endpoint via group policy.,2024-09-07T20:42:00,2024-09-08T00:42:00,Agent_C
TKT-0807,Cannot access shared drive after role change,User jane.doe moved to Operations department but still has access to previous department shared drives.,Access Management,Medium,resolved,Revoked access to previous department shares per role change procedure. Granted access to new department resources. Updated access matrix documentation.,2024-08-16T10:07:00,2024-08-16T18:07:00,Agent_B
TKT-0808,Physical server needs RAM upgrade,"Server SRV-33 experiencing frequent swap usage. Currently 16GB, need upgrade to 64GB for workload.",Infrastructure,Low,resolved,Submitted hardware upgrade request to procurement. Approved expedited delivery. Memory expansion scheduled for next maintenance window.,2024-03-04T16:19:00,2024-03-05T21:19:00,Agent_D
TKT-0809,New employee account setup needed,"New hire Vikram Rao starting 2024-05-02 needs AD account, email, VPN, and application access per role HR Manager.",Access Management,Medium,resolved,"Created AD user account, mail-enabled, added to distribution groups per role template. Provided access to required applications. New hire onboarding checklist completed.",2024-10-22T15:44:00,2024-10-23T11:44:00,Agent_E
TKT-0811,CSV import failing,Data import tool fails when processing CSV files larger than 40MB. Memory exception in logs.,Application,Low,resolved,Identified memory constraint in import service. Updated JVM heap size from 512MB to 2GB. CSV imports up to 500MB now working correctly.,2024-03-06T23:39:00,2024-03-08T15:39:00,Agent_C
TKT-0813,Password reset request,User maria.garcia locked out of account after 290 failed attempts. Needs password reset with identity verification.,Access Management,Low,resolved,Verified user identity via manager confirmation and security questions. Reset password and unlocked account. Notified user via alternate contact method.,2024-03-24T13:52:00,2024-03-27T04:52:00,Agent_D
TKT-0814,Server reboot required after patch,Patch KB20405175 applied to SRV-32. Server requires reboot to complete patching. Schedule downtime needed.,Infrastructure,Low,resolved,Scheduled reboot during off-peak hours at 11 PM. Coordinated with business stakeholders. Reboot completed successfully in 8 minutes.,2024-12-16T17:26:00,2024-12-17T12:26:00,Agent_C
TKT-0815,Firewall rule review needed,"Quarterly firewall audit found 76 outdated rules allowing unnecessary inbound traffic on ports 57965, 53328.",Security,Medium,resolved,Removed 12 outdated firewall rules after business validation. Applied least-privilege ruleset. Documented changes in change management system.,2024-07-12T07:24:00,2024-07-12T14:24:00,Agent_E
TKT-0816,Terminated employee access not revoked,Former employee Vikram Rao account still active 45 days after termination date 2025-02-17. Security risk.,Access Management,High,resolved,"Immediately disabled former employee AD account, revoked all application licenses, invalidated VPN certificates. Conducted access audit. No unauthorized access detected.",2024-11-07T03:57:00,2024-11-07T04:57:00,Agent_D
TKT-0819,Password reset request,User jane.doe locked out of account after 364 failed attempts. Needs password reset with identity verification.,Access Management,Low,resolved,Verified user identity via manager confirmation and security questions. Reset password and unlocked account. Notified user via alternate contact method.,2024-08-22T05:28:00,2024-08-25T05:28:00,Agent_C
TKT-0820,VPN security patch needed,Critical security patch CVE-2023-50001 available for VPN gateway. Exploitation in wild reported.,Security,High,resolved,Applied VPN gateway security patch in emergency maintenance window. Verified patch integrity via vendor hash. Restarted services. No exploitation detected.,2024-06-05T13:49:00,2024-06-05T19:49:00,Agent_A
TKT-0821,Privileged access request for DBA,DBA team member john.smith needs temporary elevated DB access for weekend maintenance window.,Access Management,High,resolved,Granted time-limited privileged access via PAM system. Access auto-expires after maintenance window. All privileged actions logged. Access revoked on schedule.,2024-05-26T17:59:00,2024-05-27T01:59:00,Agent_E
TKT-0823,Application crash on login,Users cannot log into Oracle EBS. Application crashes immediately after entering credentials. Error: NullPointerException.,Application,High,resolved,Identified null session cookie causing crash. Applied hotfix patch v2.3.1. Deployed to production after UAT. All users successfully logging in.,2024-06-25T07:47:00,2024-06-25T08:47:00,Agent_B
TKT-0825,Ransomware alert on endpoint,Antivirus detected ransomware attempt on workstation WS-6537. Files in Documents folder encrypted. Machine isolated.,Security,High,resolved,Contained incident: isolated machine from network. Engaged IR team. Restored from clean backup. Deployed enhanced endpoint protection. Root cause: malicious email attachment.,2024-10-03T03:18:00,2024-10-03T08:18:00,Agent_C
TKT-0826,Application crash on login,Users cannot log into Oracle EBS. Application crashes immediately after entering credentials. Error: NullPointerException.,Application,High,resolved,Identified null session cookie causing crash. Applied hotfix patch v2.3.1. Deployed to production after UAT. All users successfully logging in.,2024-06-05T20:32:00,2024-06-05T21:32:00,Agent_A
TKT-0827,Suspected phishing email received,User received suspicious email claiming to be from IT department asking for password reset. Possible phishing attack.,Security,High,resolved,Confirmed phishing attempt. Blocked sender domain at mail gateway. Collected and deleted all instances of email from mailboxes. Sent awareness advisory to all staff.,2024-06-30T03:00:00,2024-06-30T09:00:00,Agent_C
TKT-0828,VM not starting after maintenance,Virtual machine VM-541 fails to boot after scheduled maintenance window. Error: kernel panic at boot.,Infrastructure,Medium,resolved,Restored VM from last known good snapshot. Identified BIOS misconfiguration during maintenance. Updated boot settings and verified full functionality.,2024-09-20T04:26:00,2024-09-20T23:26:00,Agent_B
TKT-0830,Email notifications not sending,Automated email notifications from Oracle EBS system stopped working. SMTP errors in logs since yesterday.,Application,Medium,resolved,SMTP server certificate expired. Renewed certificate and restarted mail relay service. Email notifications resumed. Added certificate expiry monitoring.,2024-12-29T06:07:00,2024-12-29T19:07:00,Agent_B
TKT-0831,Storage auto-growth disabled,Database FINDB log file at 98% capacity with auto-growth disabled. Manual expansion needed.,Database,Medium,resolved,Expanded log file by 50GB and re-enabled auto-growth with 20% increment. Added disk space alert at 80% threshold. Resolved without service impact.,2024-04-11T15:42:00,2024-04-11T22:42:00,Agent_D
TKT-0833,Storage array showing errors,NAS storage unit reporting RAID degradation. Drive Drive-B showing I/O errors. Backup jobs are failing.,Infrastructure,High,resolved,Replaced failed drive with hot spare. Initiated RAID rebuild process. ETA for rebuild completion: 4 hours. Monitoring rebuild progress.,2024-12-16T07:03:00,2024-12-16T13:03:00,Agent_D
TKT-0841,Terminated employee access not revoked,Former employee Arjun Mehta account still active 12 days after termination date 2024-10-13. Security risk.,Access Management,Low,resolved,"Immediately disabled former employee AD account, revoked all application licenses, invalidated VPN certificates. Conducted access audit. No unauthorized access detected.",2024-01-22T18:58:00,2024-01-25T11:58:00,Agent_A
TKT-0844,Storage auto-growth disabled,Database CRMDB log file at 91% capacity with auto-growth disabled. Manual expansion needed.,Database,Medium,resolved,Expanded log file by 50GB and re-enabled auto-growth with 20% increment. Added disk space alert at 80% threshold. Resolved without service impact.,2024-05-20T22:08:00,2024-05-21T03:08:00,Agent_B
TKT-0846,Statistics need updating,Query optimizer choosing wrong execution plan on FINDB. Updating statistics should resolve performance issue.,Database,Low,resolved,Updated statistics on all tables in affected database. Cached query plans cleared. Execution plan now optimal. Query performance restored to baseline.,2024-10-19T06:37:00,2024-10-22T00:37:00,Agent_E
TKT-0847,SSO not working for Office 365,Single Sign-On to Office 365 failing for users in OU=Finance OU. SAML assertion error in logs.,Access Management,High,resolved,Found SAML attribute mapping broken after directory OU rename. Updated SP configuration with correct OU path. SSO tested and confirmed working for all users.,2024-12-28T08:35:00,2024-12-28T10:35:00,Agent_A
TKT-0849,Workflow stuck in pending state,Purchase approval workflow in Salesforce stuck for 2 requests. Approver receives no notifications.,Application,Medium,resolved,Found approver notification email rule misconfigured after mail server migration. Updated notification templates. All pending approvals re-triggered.,2024-07-07T10:05:00,2024-07-07T18:05:00,Agent_E
TKT-0850,Data breach notification received,Third-party vendor Salesforce notified of data breach potentially affecting 31 user records.,Security,High,resolved,Initiated vendor breach response protocol. Identified affected accounts. Forced password resets. Enabled enhanced monitoring for affected user subset.,2024-05-23T05:16:00,2024-05-23T06:16:00,Agent_D
TKT-0851,Terminated employee access not revoked,Former employee Karan Shah account still active 42 days after termination date 2024-08-08. Security risk.,Access Management,High,resolved,"Immediately disabled former employee AD account, revoked all application licenses, invalidated VPN certificates. Conducted access audit. No unauthorized access detected.",2024-07-21T04:28:00,2024-07-21T08:28:00,Agent_B
TKT-0852,Query performance degradation,Critical report query in ANALYTICSDB taking 73 minutes vs previous 7 seconds. Missing index suspected.,Database,High,resolved,"Identified missing composite index on (customer_id, order_date) columns. Created index during off-hours. Query time reduced from 8 minutes to 3 seconds.",2024-09-08T23:11:00,2024-09-09T04:11:00,Agent_B
TKT-0853,User data not syncing,Data changes in Oracle EBS not reflecting in ServiceNow. Sync job shows success but data mismatch persists.,Application,High,resolved,Identified sync conflict resolution bug. Applied patch from vendor. Re-triggered full sync. Data consistent across both systems.,2024-05-05T14:58:00,2024-05-05T21:58:00,Agent_A
TKT-0855,Guest user access request,External partner from TechCorp needs guest access to SharePoint project site for bid preparation.,Access Management,Low,resolved,Created guest account with time-limited access (30 days). Restricted to specific SharePoint site. Sent invite to external partner. Access documented in ITSM.,2024-02-24T17:47:00,2024-02-26T02:47:00,Agent_B
TKT-0856,Statistics need updating,Query optimizer choosing wrong execution plan on ANALYTICSDB. Updating statistics should resolve performance issue.,Database,Low,resolved,Updated statistics on all tables in affected database. Cached query plans cleared. Execution plan now optimal. Query performance restored to baseline.,2024-09-02T04:15:00,2024-09-03T22:15:00,Agent_E
TKT-0857,Server down in production,Production server SRV-06 is completely unresponsive. Multiple services affected. CPU usage was at 78% before crash. Need immediate restore.,Infrastructure,High,resolved,Performed emergency restart of server services. Identified root cause as memory leak in application daemon. Applied workaround by scheduling daily restart until patch available.,2024-07-31T04:00:00,2024-07-31T08:00:00,Agent_D
TKT-0859,Backup job failed overnight,Scheduled backup for SRV-14 failed at 09:22. Backup logs show timeout after 19 minutes. Data not protected.,Infrastructure,Medium,resolved,Investigated backup failure root cause: network timeout. Extended backup timeout parameter and re-ran backup job successfully. Added monitoring alert.,2024-02-13T01:38:00,2024-02-13T10:38:00,Agent_E
TKT-0860,Password policy compliance issue,Audit found 94 user accounts not compliant with new password policy. Force reset required.,Security,Low,resolved,Generated list of non-compliant accounts. Sent notifications. Enforced immediate password change via Group Policy. Compliance now at 100%.,2024-12-07T21:19:00,2024-12-08T18:19:00,Agent_C
TKT-0864,Storage auto-growth disabled,Database ANALYTICSDB log file at 92% capacity with auto-growth disabled. Manual expansion needed.,Database,Medium,resolved,Expanded log file by 50GB and re-enabled auto-growth with 20% increment. Added disk space alert at 80% threshold. Resolved without service impact.,2024-10-01T07:24:00,2024-10-02T05:24:00,Agent_E
TKT-0865,DNS resolution failing,DNS unable to resolve internal hostnames. Issue started after changes to DNS server DNS-3. Services affected.,Network,Medium,resolved,Found circular DNS entry created during server migration. Removed circular reference. Flushed DNS cache on all servers. Internal name resolution restored.,2024-01-09T11:35:00,2024-01-09T19:35:00,Agent_A
TKT-0866,Data breach notification received,Third-party vendor AWS notified of data breach potentially affecting 436 user records.,Security,High,resolved,Initiated vendor breach response protocol. Identified affected accounts. Forced password resets. Enabled enhanced monitoring for affected user subset.,2024-10-09T13:15:00,2024-10-09T17:15:00,Agent_B
TKT-0868,Network switch port misconfigured,Switch port on rack R01 misconfigured as trunk. VLAN 47 traffic bleeding. Isolate affected systems.,Network,Medium,resolved,Corrected switch port VLAN configuration. Changed from trunk to access mode on VLAN 10. Verified no more VLAN bleeding. Documented correct configuration.,2024-02-09T00:36:00,2024-02-09T08:36:00,Agent_D
TKT-0870,Ransomware alert on endpoint,Antivirus detected ransomware attempt on workstation WS-3554. Files in Documents folder encrypted. Machine isolated.,Security,Low,resolved,Contained incident: isolated machine from network. Engaged IR team. Restored from clean backup. Deployed enhanced endpoint protection. Root cause: malicious email attachment.,2024-03-29T16:10:00,2024-04-01T06:10:00,Agent_D
TKT-0871,Bandwidth saturation on WAN link,WAN link to branch Hyderabad saturated at 93% capacity during business hours. Conference calls dropping.,Network,High,resolved,Identified backup data replication saturating WAN link during business hours. Rescheduled backup replication to 10 PM - 4 AM window. Daytime bandwidth freed.,2024-03-21T08:05:00,2024-03-21T15:05:00,Agent_D
TKT-0873,Access review overdue,Semi-annual access review for Finance department overdue by 49 days. Compliance audit approaching.,Access Management,Medium,resolved,Completed access review for department. Removed 23 excessive permissions across 8 users. Updated access documentation. Submitted compliance report.,2024-04-09T08:06:00,2024-04-09T14:06:00,Agent_E
TKT-0874,Suspected phishing email received,User received suspicious email claiming to be from IT department asking for password reset. Possible phishing attack.,Security,High,resolved,Confirmed phishing attempt. Blocked sender domain at mail gateway. Collected and deleted all instances of email from mailboxes. Sent awareness advisory to all staff.,2024-02-24T02:13:00,2024-02-24T03:13:00,Agent_E
TKT-0877,Cannot access shared drive after role change,User bob.wilson moved to Sales department but still has access to previous department shared drives.,Access Management,Medium,resolved,Revoked access to previous department shares per role change procedure. Granted access to new department resources. Updated access matrix documentation.,2024-09-14T04:01:00,2024-09-14T23:01:00,Agent_C
TKT-0878,Report generation failing,Monthly Audit report fails to generate. Process hangs at 96% and times out after 30 minutes.,Application,Low,resolved,Increased report generation timeout from 30 to 120 minutes. Optimized underlying SQL query. Report now generating in 22 minutes.,2024-04-28T06:51:00,2024-05-01T06:51:00,Agent_E
TKT-0879,Guest user access request,External partner from VendorLtd needs guest access to SharePoint project site for bid preparation.,Access Management,Low,resolved,Created guest account with time-limited access (30 days). Restricted to specific SharePoint site. Sent invite to external partner. Access documented in ITSM.,2024-05-28T11:39:00,2024-05-30T20:39:00,Agent_B
TKT-0880,CSV import failing,Data import tool fails when processing CSV files larger than 43MB. Memory exception in logs.,Application,High,resolved,Identified memory constraint in import service. Updated JVM heap size from 512MB to 2GB. CSV imports up to 500MB now working correctly.,2024-09-11T03:51:00,2024-09-11T04:51:00,Agent_E
TKT-0882,Storage array showing errors,NAS storage unit reporting RAID degradation. Drive Drive-D showing I/O errors. Backup jobs are failing.,Infrastructure,High,resolved,Replaced failed drive with hot spare. Initiated RAID rebuild process. ETA for rebuild completion: 4 hours. Monitoring rebuild progress.,2024-05-11T14:41:00,2024-05-11T17:41:00,Agent_A
TKT-0884,BGP route flapping detected,BGP route flapping detected on ISP link Airtel. Packet loss 83% affecting cloud connectivity.,Network,High,resolved,Coordinated with ISP to address BGP route instability. ISP applied route dampening and fixed misconfigured peer. Route stabilized. Packet loss back to 0%.,2024-05-05T22:52:00,2024-05-05T23:52:00,Agent_C
TKT-0885,Replication lag detected,Database replication lag on ANALYTICSDB slave is 20 seconds behind master. Risk of stale reads.,Database,Medium,resolved,Found replication lag caused by large transaction on master. Optimized transaction to use batch processing. Replica caught up within 15 minutes.,2024-08-24T21:05:00,2024-08-25T15:05:00,Agent_E
TKT-0889,Hardware failure on blade server,Blade server BLD-9 in chassis CH-5 reporting memory ECC errors. Server is unstable.,Infrastructure,High,resolved,Ran memory diagnostics confirming faulty DIMM. Scheduled maintenance window. Replaced failed memory module. Server stable with no further ECC errors.,2024-02-05T08:25:00,2024-02-05T10:25:00,Agent_D
TKT-0890,DNS resolution failing,DNS unable to resolve internal hostnames. Issue started after changes to DNS server DNS-3. Services affected.,Network,High,resolved,Found circular DNS entry created during server migration. Removed circular reference. Flushed DNS cache on all servers. Internal name resolution restored.,2024-01-28T02:57:00,2024-01-28T09:57:00,Agent_B
TKT-0891,Email notifications not sending,Automated email notifications from Confluence system stopped working. SMTP errors in logs since yesterday.,Application,Medium,resolved,SMTP server certificate expired. Renewed certificate and restarted mail relay service. Email notifications resumed. Added certificate expiry monitoring.,2024-03-23T22:27:00,2024-03-24T20:27:00,Agent_A
TKT-0892,Load balancer health check failing,Load balancer LB-1 marking backend server SVR-13 as unhealthy. Traffic not distributed evenly.,Network,High,resolved,Resolved health check failure caused by SSL certificate mismatch. Updated load balancer SSL profile. Backend server passing health checks. Traffic balanced correctly.,2024-03-15T10:42:00,2024-03-15T16:42:00,Agent_D
TKT-0893,Application license expired,License for Workday expired on 2025-02-26. Users getting license error. Need renewal or temp key.,Application,High,resolved,Contacted vendor support. Received 90-day emergency license extension. Submitted formal renewal order through procurement. Users back to normal.,2024-09-23T23:00:00,2024-09-24T07:00:00,Agent_E
TKT-0894,Server down in production,Production server SRV-28 is completely unresponsive. Multiple services affected. CPU usage was at 98% before crash. Need immediate restore.,Infrastructure,High,resolved,Performed emergency restart of server services. Identified root cause as memory leak in application daemon. Applied workaround by scheduling daily restart until patch available.,2024-10-06T05:38:00,2024-10-06T12:38:00,Agent_B
TKT-0895,CSV import failing,Data import tool fails when processing CSV files larger than 5MB. Memory exception in logs.,Application,Low,resolved,Identified memory constraint in import service. Updated JVM heap size from 512MB to 2GB. CSV imports up to 500MB now working correctly.,2024-06-03T09:32:00,2024-06-06T03:32:00,Agent_D
TKT-0898,VM not starting after maintenance,Virtual machine VM-765 fails to boot after scheduled maintenance window. Error: kernel panic at boot.,Infrastructure,Medium,resolved,Restored VM from last known good snapshot. Identified BIOS misconfiguration during maintenance. Updated boot settings and verified full functionality.,2024-11-15T17:06:00,2024-11-16T13:06:00,Agent_C
TKT-0899,Corrupted data in customer table,116 records in customer table show NULL values in mandatory fields after last migration.,Database,High,resolved,Data corruption traced to failed migration script with incorrect NULL handling. Restored affected records from pre-migration backup. Validated data integrity.,2024-02-28T06:54:00,2024-02-28T14:54:00,Agent_D
TKT-0900,Storage auto-growth disabled,Database FINDB log file at 75% capacity with auto-growth disabled. Manual expansion needed.,Database,Medium,resolved,Expanded log file by 50GB and re-enabled auto-growth with 20% increment. Added disk space alert at 80% threshold. Resolved without service impact.,2024-05-17T21:16:00,2024-05-18T14:16:00,Agent_A
TKT-0902,Corrupted data in customer table,286 records in customer table show NULL values in mandatory fields after last migration.,Database,High,resolved,Data corruption traced to failed migration script with incorrect NULL handling. Restored affected records from pre-migration backup. Validated data integrity.,2024-11-25T12:53:00,2024-11-25T13:53:00,Agent_B
TKT-0903,Access review overdue,Semi-annual access review for Sales department overdue by 23 days. Compliance audit approaching.,Access Management,Medium,resolved,Completed access review for department. Removed 23 excessive permissions across 8 users. Updated access documentation. Submitted compliance report.,2024-08-11T07:06:00,2024-08-12T03:06:00,Agent_E
TKT-0904,Database backup failed,Nightly backup of CRMDB database failed. Backup logs show insufficient disk space on backup server.,Database,Medium,resolved,Manual backup triggered after expanding backup storage by 500GB. Verified backup integrity. Automated daily backups re-enabled with increased storage threshold.,2024-02-17T00:27:00,2024-02-18T00:27:00,Agent_A
TKT-0905,DHCP scope exhausted,DHCP scope for VLAN 30 exhausted. New devices cannot obtain IP address. BYOD area affected.,Network,Medium,resolved,Expanded DHCP scope by adding new IP range. Devices now obtaining addresses. Implemented DHCP monitoring to alert at 80% scope utilization.,2024-03-07T14:40:00,2024-03-07T23:40:00,Agent_B
TKT-0907,VM not starting after maintenance,Virtual machine VM-570 fails to boot after scheduled maintenance window. Error: kernel panic at boot.,Infrastructure,Medium,resolved,Restored VM from last known good snapshot. Identified BIOS misconfiguration during maintenance. Updated boot settings and verified full functionality.,2024-03-13T09:16:00,2024-03-13T15:16:00,Agent_D
TKT-0908,SSL certificate expiring soon,SSL certificate for mail.company.com expires in 13 days. Renewal required to prevent browser warnings.,Security,Medium,resolved,Renewed SSL certificate via DigiCert. Deployed to all web servers and load balancers. Certificate monitoring automated for 60-day renewal alerts.,2024-02-07T15:40:00,2024-02-08T01:40:00,Agent_D
TKT-0910,USB drive policy violation,Inventory system flagged user raj.kumar using unauthorized USB drive on secured workstation.,Security,Medium,resolved,User counseled on acceptable use policy. USB drive contents scanned and cleared. Blocked USB storage class on endpoint via group policy.,2024-09-24T23:16:00,2024-09-25T09:16:00,Agent_E
TKT-0911,Physical server needs RAM upgrade,"Server SRV-66 experiencing frequent swap usage. Currently 16GB, need upgrade to 64GB for workload.",Infrastructure,Low,resolved,Submitted hardware upgrade request to procurement. Approved expedited delivery. Memory expansion scheduled for next maintenance window.,2024-07-05T03:57:00,2024-07-07T04:57:00,Agent_B
TKT-0912,Slow performance in ERP module,ERP system HR module responding slowly. Average response time 10 seconds vs normal 0.5s.,Application,Medium,resolved,Found missing database index on frequently queried column. Created index in low-traffic window. Response time reduced from 8s to 0.4s.,2024-02-17T11:45:00,2024-02-18T05:45:00,Agent_D
TKT-0913,Proxy filter blocking legitimate site,Corporate proxy blocking access to github.com needed for project. Business justification submitted.,Network,Low,resolved,Added business exception rule for required site in proxy. Applied department-specific allow list. Users can now access required resource. Exception documented.,2024-05-23T12:06:00,2024-05-24T22:06:00,Agent_D
TKT-0914,Failed migration rollback needed,Schema migration v17.2 on FINDB failed halfway. Partial changes applied. Need clean rollback.,Database,High,resolved,Executed rollback script to undo partial migration changes. Verified database consistency. Fixed migration script for next attempt. Scheduled retry for weekend.,2024-08-07T06:36:00,2024-08-07T12:36:00,Agent_D
TKT-0915,Application crash on login,Users cannot log into ServiceNow. Application crashes immediately after entering credentials. Error: NullPointerException.,Application,High,resolved,Identified null session cookie causing crash. Applied hotfix patch v2.3.1. Deployed to production after UAT. All users successfully logging in.,2024-11-05T20:33:00,2024-11-06T02:33:00,Agent_A
TKT-0916,Email notifications not sending,Automated email notifications from Confluence system stopped working. SMTP errors in logs since yesterday.,Application,Medium,resolved,SMTP server certificate expired. Renewed certificate and restarted mail relay service. Email notifications resumed. Added certificate expiry monitoring.,2024-02-07T06:42:00,2024-02-07T21:42:00,Agent_C
TKT-0917,Server down in production,Production server SRV-41 is completely unresponsive. Multiple services affected. CPU usage was at 97% before crash. Need immediate restore.,Infrastructure,Medium,resolved,Performed emergency restart of server services. Identified root cause as memory leak in application daemon. Applied workaround by scheduling daily restart until patch available.,2024-10-17T10:57:00,2024-10-18T07:57:00,Agent_D
TKT-0918,Password policy compliance issue,Audit found 110 user accounts not compliant with new password policy. Force reset required.,Security,Low,resolved,Generated list of non-compliant accounts. Sent notifications. Enforced immediate password change via Group Policy. Compliance now at 100%.,2024-05-22T22:38:00,2024-05-25T11:38:00,Agent_D
TKT-0919,Data breach notification received,Third-party vendor AWS notified of data breach potentially affecting 103 user records.,Security,Medium,resolved,Initiated vendor breach response protocol. Identified affected accounts. Forced password resets. Enabled enhanced monitoring for affected user subset.,2024-05-20T13:07:00,2024-05-21T07:07:00,Agent_E
TKT-0920,Password policy compliance issue,Audit found 198 user accounts not compliant with new password policy. Force reset required.,Security,Low,resolved,Generated list of non-compliant accounts. Sent notifications. Enforced immediate password change via Group Policy. Compliance now at 100%.,2024-01-10T20:50:00,2024-01-12T16:50:00,Agent_B
TKT-0921,Database connection pool exhausted,Production DB CRMDB connection pool maxed out at 460 connections. New requests queuing. Service degradation.,Database,High,resolved,Identified connection leak in application code. Applied hotfix to properly close connections. Increased connection pool size temporarily. Normal operations resumed.,2024-11-26T00:04:00,2024-11-26T08:04:00,Agent_C
TKT-0922,Data breach notification received,Third-party vendor Microsoft notified of data breach potentially affecting 387 user records.,Security,High,resolved,Initiated vendor breach response protocol. Identified affected accounts. Forced password resets. Enabled enhanced monitoring for affected user subset.,2024-06-09T15:39:00,2024-06-09T16:39:00,Agent_D
TKT-0923,Query performance degradation,Critical report query in CRMDB taking 117 minutes vs previous 13 seconds. Missing index suspected.,Database,High,resolved,"Identified missing composite index on (customer_id, order_date) columns. Created index during off-hours. Query time reduced from 8 minutes to 3 seconds.",2024-01-06T04:06:00,2024-01-06T10:06:00,Agent_B
TKT-0925,Ransomware alert on endpoint,Antivirus detected ransomware attempt on workstation WS-5320. Files in Documents folder encrypted. Machine isolated.,Security,High,resolved,Contained incident: isolated machine from network. Engaged IR team. Restored from clean backup. Deployed enhanced endpoint protection. Root cause: malicious email attachment.,2024-07-13T08:44:00,2024-07-13T11:44:00,Agent_A
TKT-0927,BGP route flapping detected,BGP route flapping detected on ISP link Tata. Packet loss 96% affecting cloud connectivity.,Network,High,resolved,Coordinated with ISP to address BGP route instability. ISP applied route dampening and fixed misconfigured peer. Route stabilized. Packet loss back to 0%.,2024-09-04T07:05:00,2024-09-04T12:05:00,Agent_C
TKT-0930,Intermittent network drops,Users in floor 4 of building Tower-B experiencing random network disconnects every 26 minutes.,Network,Medium,resolved,Identified faulty AP causing interference on floor. Replaced AP hardware. Adjusted nearby AP power levels. Network drops resolved. Users confirmed stable connection.,2024-11-13T16:12:00,2024-11-14T02:12:00,Agent_C
TKT-0931,Replication lag detected,Database replication lag on FINDB slave is 23 seconds behind master. Risk of stale reads.,Database,Medium,resolved,Found replication lag caused by large transaction on master. Optimized transaction to use batch processing. Replica caught up within 15 minutes.,2024-02-22T04:29:00,2024-02-22T11:29:00,Agent_A
TKT-0932,Replication lag detected,Database replication lag on PRODDB01 slave is 10 seconds behind master. Risk of stale reads.,Database,Medium,resolved,Found replication lag caused by large transaction on master. Optimized transaction to use batch processing. Replica caught up within 15 minutes.,2024-06-29T08:07:00,2024-06-29T23:07:00,Agent_B
